"GeneID"	"GeneSymbol"	"TaxID"	"OrigTaxID"	"OrigGeneID"	"OrigGeneSymbol"	"OrigGeneName"
"128240"	"128240"	"NAXE"	9606	9606	"128240"	"NAXE"	"NAD(P)HX epimerase"
"55272"	"55272"	"IMP3"	9606	9606	"55272"	"IMP3"	"IMP3, U3 small nucleolar ribonucleoprotein"
"253512"	"253512"	"SLC25A30"	9606	9606	"253512"	"SLC25A30"	"solute carrier family 25 member 30"
"5129"	"5129"	"CDK18"	9606	9606	"5129"	"CDK18"	"cyclin dependent kinase 18"
"678"	"678"	"ZFP36L2"	9606	9606	"678"	"ZFP36L2"	"ZFP36 ring finger protein like 2"
"6737"	"6737"	"TRIM21"	9606	9606	"6737"	"TRIM21"	"tripartite motif containing 21"
"83636"	"83636"	"C19orf12"	9606	9606	"83636"	"C19orf12"	"chromosome 19 open reading frame 12"
"27042"	"27042"	"UTP25"	9606	9606	"27042"	"UTP25"	"UTP25, small subunit processor component"
"54910"	"54910"	"SEMA4C"	9606	9606	"54910"	"SEMA4C"	"semaphorin 4C"
"1284"	"1284"	"COL4A2"	9606	9606	"1284"	"COL4A2"	"collagen type IV alpha 2 chain"
"11334"	"11334"	"TUSC2"	9606	9606	"11334"	"TUSC2"	"tumor suppressor 2, mitochondrial calcium regulator"
"81556"	"81556"	"INTS14"	9606	9606	"81556"	"INTS14"	"integrator complex subunit 14"
"360023"	"360023"	"ZBTB41"	9606	9606	"360023"	"ZBTB41"	"zinc finger and BTB domain containing 41"
"51228"	"51228"	"GLTP"	9606	9606	"51228"	"GLTP"	"glycolipid transfer protein"
"55281"	"55281"	"TMEM140"	9606	9606	"55281"	"TMEM140"	"transmembrane protein 140"
"29102"	"29102"	"DROSHA"	9606	9606	"29102"	"DROSHA"	"drosha ribonuclease III"
"6311"	"6311"	"ATXN2"	9606	9606	"6311"	"ATXN2"	"ataxin 2"
"8692"	"8692"	"HYAL2"	9606	9606	"8692"	"HYAL2"	"hyaluronoglucosaminidase 2"
"4204"	"4204"	"MECP2"	9606	9606	"4204"	"MECP2"	"methyl-CpG binding protein 2"
"51129"	"51129"	"ANGPTL4"	9606	9606	"51129"	"ANGPTL4"	"angiopoietin like 4"
"102724594"	"102724594"	"U2AF1L5"	9606	9606	"102724594"	"U2AF1L5"	"U2 small nuclear RNA auxiliary factor 1 like 5"
"57161"	"57161"	"PELI2"	9606	9606	"57161"	"PELI2"	"pellino E3 ubiquitin protein ligase family member 2"
"80349"	"80349"	"WDR61"	9606	9606	"80349"	"WDR61"	"WD repeat domain 61"
"51608"	"51608"	"GET4"	9606	9606	"51608"	"GET4"	"golgi to ER traffic protein 4"
"23443"	"23443"	"SLC35A3"	9606	9606	"23443"	"SLC35A3"	"solute carrier family 35 member A3"
"23016"	"23016"	"EXOSC7"	9606	9606	"23016"	"EXOSC7"	"exosome component 7"
"10210"	"10210"	"TOPORS"	9606	9606	"10210"	"TOPORS"	"TOP1 binding arginine/serine rich protein"
"8607"	"8607"	"RUVBL1"	9606	9606	"8607"	"RUVBL1"	"RuvB like AAA ATPase 1"
"8555"	"8555"	"CDC14B"	9606	9606	"8555"	"CDC14B"	"cell division cycle 14B"
"9727"	"9727"	"RAB11FIP3"	9606	9606	"9727"	"RAB11FIP3"	"RAB11 family interacting protein 3"
"23276"	"23276"	"KLHL18"	9606	9606	"23276"	"KLHL18"	"kelch like family member 18"
"10490"	"10490"	"VTI1B"	9606	9606	"10490"	"VTI1B"	"vesicle transport through interaction with t-SNAREs 1B"
"10743"	"10743"	"RAI1"	9606	9606	"10743"	"RAI1"	"retinoic acid induced 1"
"387338"	"387338"	"NSUN4"	9606	9606	"387338"	"NSUN4"	"NOP2/Sun RNA methyltransferase family member 4"
"9117"	"9117"	"SEC22C"	9606	9606	"9117"	"SEC22C"	"SEC22 homolog C, vesicle trafficking protein"
"9612"	"9612"	"NCOR2"	9606	9606	"9612"	"NCOR2"	"nuclear receptor corepressor 2"
"159091"	"159091"	"FAM122C"	9606	9606	"159091"	"FAM122C"	"family with sequence similarity 122C"
"137886"	"137886"	"UBXN2B"	9606	9606	"137886"	"UBXN2B"	"UBX domain protein 2B"
"53349"	"53349"	"ZFYVE1"	9606	9606	"53349"	"ZFYVE1"	"zinc finger FYVE-type containing 1"
"22893"	"22893"	"BAHD1"	9606	9606	"22893"	"BAHD1"	"bromo adjacent homology domain containing 1"
"64432"	"64432"	"MRPS25"	9606	9606	"64432"	"MRPS25"	"mitochondrial ribosomal protein S25"
"57466"	"57466"	"SCAF4"	9606	9606	"57466"	"SCAF4"	"SR-related CTD associated factor 4"
"5977"	"5977"	"DPF2"	9606	9606	"5977"	"DPF2"	"double PHD fingers 2"
"124997"	"124997"	"WDR81"	9606	9606	"124997"	"WDR81"	"WD repeat domain 81"
"10671"	"10671"	"DCTN6"	9606	9606	"10671"	"DCTN6"	"dynactin subunit 6"
"55276"	"55276"	"PGM2"	9606	9606	"55276"	"PGM2"	"phosphoglucomutase 2"
"54972"	"54972"	"TMEM132A"	9606	9606	"54972"	"TMEM132A"	"transmembrane protein 132A"
"1303"	"1303"	"COL12A1"	9606	9606	"1303"	"COL12A1"	"collagen type XII alpha 1 chain"
"4214"	"4214"	"MAP3K1"	9606	9606	"4214"	"MAP3K1"	"mitogen-activated protein kinase kinase kinase 1"
"51454"	"51454"	"GULP1"	9606	9606	"51454"	"GULP1"	"GULP, engulfment adaptor PTB domain containing 1"
"100532737"	"100532737"	"ATP6V1G2-DDX39B"	9606	9606	"100532737"	"ATP6V1G2-DDX39B"	"ATP6V1G2-DDX39B readthrough (NMD candidate)"
"54953"	"54953"	"ODR4"	9606	9606	"54953"	"ODR4"	"odr-4 GPCR localization factor homolog"
"54800"	"54800"	"KLHL24"	9606	9606	"54800"	"KLHL24"	"kelch like family member 24"
"23549"	"23549"	"DNPEP"	9606	9606	"23549"	"DNPEP"	"aspartyl aminopeptidase"
"5025"	"5025"	"P2RX4"	9606	9606	"5025"	"P2RX4"	"purinergic receptor P2X 4"
"54460"	"54460"	"MRPS21"	9606	9606	"54460"	"MRPS21"	"mitochondrial ribosomal protein S21"
"10656"	"10656"	"KHDRBS3"	9606	9606	"10656"	"KHDRBS3"	"KH RNA binding domain containing, signal transduction associated 3"
"10063"	"10063"	"COX17"	9606	9606	"10063"	"COX17"	"cytochrome c oxidase copper chaperone COX17"
"5311"	"5311"	"PKD2"	9606	9606	"5311"	"PKD2"	"polycystin 2, transient receptor potential cation channel"
"26071"	"26071"	"RTL8A"	9606	9606	"26071"	"RTL8A"	"retrotransposon Gag like 8A"
"56267"	"56267"	"KYAT3"	9606	9606	"56267"	"KYAT3"	"kynurenine aminotransferase 3"
"79717"	"79717"	"PPCS"	9606	9606	"79717"	"PPCS"	"phosphopantothenoylcysteine synthetase"
"26284"	"26284"	"ERAL1"	9606	9606	"26284"	"ERAL1"	"Era like 12S mitochondrial rRNA chaperone 1"
"55151"	"55151"	"TMEM38B"	9606	9606	"55151"	"TMEM38B"	"transmembrane protein 38B"
"23212"	"23212"	"RRS1"	9606	9606	"23212"	"RRS1"	"ribosome biogenesis regulator homolog"
"30011"	"30011"	"SH3KBP1"	9606	9606	"30011"	"SH3KBP1"	"SH3 domain containing kinase binding protein 1"
"91012"	"91012"	"CERS5"	9606	9606	"91012"	"CERS5"	"ceramide synthase 5"
"9820"	"9820"	"CUL7"	9606	9606	"9820"	"CUL7"	"cullin 7"
"55327"	"55327"	"LIN7C"	9606	9606	"55327"	"LIN7C"	"lin-7 homolog C, crumbs cell polarity complex component"
"114803"	"114803"	"MYSM1"	9606	9606	"114803"	"MYSM1"	"Myb like, SWIRM and MPN domains 1"
"167153"	"167153"	"TENT2"	9606	9606	"167153"	"TENT2"	"terminal nucleotidyltransferase 2"
"10608"	"10608"	"MXD4"	9606	9606	"10608"	"MXD4"	"MAX dimerization protein 4"
"54737"	"54737"	"MPHOSPH8"	9606	9606	"54737"	"MPHOSPH8"	"M-phase phosphoprotein 8"
"4712"	"4712"	"NDUFB6"	9606	9606	"4712"	"NDUFB6"	"NADH:ubiquinone oxidoreductase subunit B6"
"7112"	"7112"	"TMPO"	9606	9606	"7112"	"TMPO"	"thymopoietin"
"51585"	"51585"	"PCF11"	9606	9606	"51585"	"PCF11"	"PCF11, cleavage and polyadenylation factor subunit"
"4891"	"4891"	"SLC11A2"	9606	9606	"4891"	"SLC11A2"	"solute carrier family 11 member 2"
"3420"	"3420"	"IDH3B"	9606	9606	"3420"	"IDH3B"	"isocitrate dehydrogenase 3 (NAD(+)) beta"
"339287"	"339287"	"MSL1"	9606	9606	"339287"	"MSL1"	"male specific lethal 1 homolog"
"11269"	"11269"	"DDX19B"	9606	9606	"11269"	"DDX19B"	"DEAD-box helicase 19B"
"79770"	"79770"	"TXNDC15"	9606	9606	"79770"	"TXNDC15"	"thioredoxin domain containing 15"
"9731"	"9731"	"CEP104"	9606	9606	"9731"	"CEP104"	"centrosomal protein 104"
"81577"	"81577"	"GFOD2"	9606	9606	"81577"	"GFOD2"	"glucose-fructose oxidoreductase domain containing 2"
"56181"	"56181"	"MTFR1L"	9606	9606	"56181"	"MTFR1L"	"mitochondrial fission regulator 1 like"
"9092"	"9092"	"SART1"	9606	9606	"9092"	"SART1"	"SART1, U4/U6.U5 tri-snRNP-associated protein 1"
"79872"	"79872"	"CBLL1"	9606	9606	"79872"	"CBLL1"	"Cbl proto-oncogene like 1"
"2101"	"2101"	"ESRRA"	9606	9606	"2101"	"ESRRA"	"estrogen related receptor alpha"
"80304"	"80304"	"WDCP"	9606	9606	"80304"	"WDCP"	"WD repeat and coiled coil containing"
"26019"	"26019"	"UPF2"	9606	9606	"26019"	"UPF2"	"UPF2, regulator of nonsense mediated mRNA decay"
"861"	"861"	"RUNX1"	9606	9606	"861"	"RUNX1"	"runt related transcription factor 1"
"54464"	"54464"	"XRN1"	9606	9606	"54464"	"XRN1"	"5'-3' exoribonuclease 1"
"1917"	"1917"	"EEF1A2"	9606	9606	"1917"	"EEF1A2"	"eukaryotic translation elongation factor 1 alpha 2"
"57045"	"57045"	"TWSG1"	9606	9606	"57045"	"TWSG1"	"twisted gastrulation BMP signaling modulator 1"
"1122"	"1122"	"CHML"	9606	9606	"1122"	"CHML"	"CHM like, Rab escort protein 2"
"84243"	"84243"	"ZDHHC18"	9606	9606	"84243"	"ZDHHC18"	"zinc finger DHHC-type containing 18"
"9337"	"9337"	"CNOT8"	9606	9606	"9337"	"CNOT8"	"CCR4-NOT transcription complex subunit 8"
"7145"	"7145"	"TNS1"	9606	9606	"7145"	"TNS1"	"tensin 1"
"25778"	"25778"	"DSTYK"	9606	9606	"25778"	"DSTYK"	"dual serine/threonine and tyrosine protein kinase"
"26063"	"26063"	"DECR2"	9606	9606	"26063"	"DECR2"	"2,4-dienoyl-CoA reductase 2"
"56945"	"56945"	"MRPS22"	9606	9606	"56945"	"MRPS22"	"mitochondrial ribosomal protein S22"
"22834"	"22834"	"ZNF652"	9606	9606	"22834"	"ZNF652"	"zinc finger protein 652"
"55326"	"55326"	"AGPAT5"	9606	9606	"55326"	"AGPAT5"	"1-acylglycerol-3-phosphate O-acyltransferase 5"
"604"	"604"	"BCL6"	9606	9606	"604"	"BCL6"	"B cell CLL/lymphoma 6"
"4524"	"4524"	"MTHFR"	9606	9606	"4524"	"MTHFR"	"methylenetetrahydrofolate reductase"
"79603"	"79603"	"CERS4"	9606	9606	"79603"	"CERS4"	"ceramide synthase 4"
"10026"	"10026"	"PIGK"	9606	9606	"10026"	"PIGK"	"phosphatidylinositol glycan anchor biosynthesis class K"
"92856"	"92856"	"IMP4"	9606	9606	"92856"	"IMP4"	"IMP4, U3 small nucleolar ribonucleoprotein"
"25871"	"25871"	"NEPRO"	9606	9606	"25871"	"NEPRO"	"nucleolus and neural progenitor protein"
"8776"	"8776"	"MTMR1"	9606	9606	"8776"	"MTMR1"	"myotubularin related protein 1"
"100302736"	"100302736"	"TMED7-TICAM2"	9606	9606	"100302736"	"TMED7-TICAM2"	"TMED7-TICAM2 readthrough"
"115548"	"115548"	"FCHO2"	9606	9606	"115548"	"FCHO2"	"FCH domain only 2"
"114885"	"114885"	"OSBPL11"	9606	9606	"114885"	"OSBPL11"	"oxysterol binding protein like 11"
"84437"	"84437"	"MSANTD4"	9606	9606	"84437"	"MSANTD4"	"Myb/SANT DNA binding domain containing 4 with coiled-coils"
"64859"	"64859"	"NABP1"	9606	9606	"64859"	"NABP1"	"nucleic acid binding protein 1"
"64645"	"64645"	"MFSD14A"	9606	9606	"64645"	"MFSD14A"	"major facilitator superfamily domain containing 14A"
"64145"	"64145"	"RBSN"	9606	9606	"64145"	"RBSN"	"rabenosyn, RAB effector"
"9772"	"9772"	"TMEM94"	9606	9606	"9772"	"TMEM94"	"transmembrane protein 94"
"23510"	"23510"	"KCTD2"	9606	9606	"23510"	"KCTD2"	"potassium channel tetramerization domain containing 2"
"10474"	"10474"	"TADA3"	9606	9606	"10474"	"TADA3"	"transcriptional adaptor 3"
"64848"	"64848"	"YTHDC2"	9606	9606	"64848"	"YTHDC2"	"YTH domain containing 2"
"29887"	"29887"	"SNX10"	9606	9606	"29887"	"SNX10"	"sorting nexin 10"
"5362"	"5362"	"PLXNA2"	9606	9606	"5362"	"PLXNA2"	"plexin A2"
"10994"	"10994"	"ILVBL"	9606	9606	"10994"	"ILVBL"	"ilvB acetolactate synthase like"
"168850"	"168850"	"ZNF800"	9606	9606	"168850"	"ZNF800"	"zinc finger protein 800"
"22920"	"22920"	"KIFAP3"	9606	9606	"22920"	"KIFAP3"	"kinesin associated protein 3"
"63893"	"63893"	"UBE2O"	9606	9606	"63893"	"UBE2O"	"ubiquitin conjugating enzyme E2 O"
"8803"	"8803"	"SUCLA2"	9606	9606	"8803"	"SUCLA2"	"succinate-CoA ligase ADP-forming beta subunit"
"54801"	"54801"	"HAUS6"	9606	9606	"54801"	"HAUS6"	"HAUS augmin like complex subunit 6"
"54477"	"54477"	"PLEKHA5"	9606	9606	"54477"	"PLEKHA5"	"pleckstrin homology domain containing A5"
"81831"	"81831"	"NETO2"	9606	9606	"81831"	"NETO2"	"neuropilin and tolloid like 2"
"51634"	"51634"	"RBMX2"	9606	9606	"51634"	"RBMX2"	"RNA binding motif protein X-linked 2"
"55697"	"55697"	"VAC14"	9606	9606	"55697"	"VAC14"	"Vac14, PIKFYVE complex component"
"51077"	"51077"	"FCF1"	9606	9606	"51077"	"FCF1"	"FCF1, rRNA-processing protein"
"79007"	"79007"	"DBNDD1"	9606	9606	"79007"	"DBNDD1"	"dysbindin domain containing 1"
"4881"	"4881"	"NPR1"	9606	9606	"4881"	"NPR1"	"natriuretic peptide receptor 1"
"132720"	"132720"	"FAM241A"	9606	9606	"132720"	"FAM241A"	"family with sequence similarity 241 member A"
"9540"	"9540"	"TP53I3"	9606	9606	"9540"	"TP53I3"	"tumor protein p53 inducible protein 3"
"9552"	"9552"	"SPAG7"	9606	9606	"9552"	"SPAG7"	"sperm associated antigen 7"
"89910"	"89910"	"UBE3B"	9606	9606	"89910"	"UBE3B"	"ubiquitin protein ligase E3B"
"10193"	"10193"	"RNF41"	9606	9606	"10193"	"RNF41"	"ring finger protein 41"
"10010"	"10010"	"TANK"	9606	9606	"10010"	"TANK"	"TRAF family member associated NFKB activator"
"11212"	"11212"	"PLPBP"	9606	9606	"11212"	"PLPBP"	"pyridoxal phosphate binding protein"
"23246"	"23246"	"BOP1"	9606	9606	"23246"	"BOP1"	"block of proliferation 1"
"23318"	"23318"	"TUT4"	9606	9606	"23318"	"TUT4"	"terminal uridylyl transferase 4"
"85463"	"85463"	"ZC3H12C"	9606	9606	"85463"	"ZC3H12C"	"zinc finger CCCH-type containing 12C"
"25855"	"25855"	"BRMS1"	9606	9606	"25855"	"BRMS1"	"BRMS1, transcriptional repressor and anoikis regulator"
"28982"	"28982"	"FLVCR1"	9606	9606	"28982"	"FLVCR1"	"feline leukemia virus subgroup C cellular receptor 1"
"2071"	"2071"	"ERCC3"	9606	9606	"2071"	"ERCC3"	"ERCC excision repair 3, TFIIH core complex helicase subunit"
"50865"	"50865"	"HEBP1"	9606	9606	"50865"	"HEBP1"	"heme binding protein 1"
"26517"	"26517"	"TIMM13"	9606	9606	"26517"	"TIMM13"	"translocase of inner mitochondrial membrane 13"
"84272"	"84272"	"YIPF4"	9606	9606	"84272"	"YIPF4"	"Yip1 domain family member 4"
"84159"	"84159"	"ARID5B"	9606	9606	"84159"	"ARID5B"	"AT-rich interaction domain 5B"
"9640"	"9640"	"ZNF592"	9606	9606	"9640"	"ZNF592"	"zinc finger protein 592"
"120103"	"120103"	"SLC36A4"	9606	9606	"120103"	"SLC36A4"	"solute carrier family 36 member 4"
"374655"	"374655"	"ZNF710"	9606	9606	"374655"	"ZNF710"	"zinc finger protein 710"
"56339"	"56339"	"METTL3"	9606	9606	"56339"	"METTL3"	"methyltransferase like 3"
"4695"	"4695"	"NDUFA2"	9606	9606	"4695"	"NDUFA2"	"NADH:ubiquinone oxidoreductase subunit A2"
"23564"	"23564"	"DDAH2"	9606	9606	"23564"	"DDAH2"	"dimethylarginine dimethylaminohydrolase 2"
"7745"	"7745"	"ZKSCAN8"	9606	9606	"7745"	"ZKSCAN8"	"zinc finger with KRAB and SCAN domains 8"
"5359"	"5359"	"PLSCR1"	9606	9606	"5359"	"PLSCR1"	"phospholipid scramblase 1"
"119032"	"119032"	"BORCS7"	9606	9606	"119032"	"BORCS7"	"BLOC-1 related complex subunit 7"
"725"	"725"	"C4BPB"	9606	9606	"725"	"C4BPB"	"complement component 4 binding protein beta"
"55181"	"55181"	"SMG8"	9606	9606	"55181"	"SMG8"	"SMG8, nonsense mediated mRNA decay factor"
"3275"	"3275"	"PRMT2"	9606	9606	"3275"	"PRMT2"	"protein arginine methyltransferase 2"
"25943"	"25943"	"C20orf194"	9606	9606	"25943"	"C20orf194"	"chromosome 20 open reading frame 194"
"63905"	"63905"	"MANBAL"	9606	9606	"63905"	"MANBAL"	"mannosidase beta like"
"11103"	"11103"	"KRR1"	9606	9606	"11103"	"KRR1"	"KRR1, small subunit processome component homolog"
"123606"	"123606"	"NIPA1"	9606	9606	"123606"	"NIPA1"	"NIPA magnesium transporter 1"
"11319"	"11319"	"ECD"	9606	9606	"11319"	"ECD"	"ecdysoneless cell cycle regulator"
"1939"	"1939"	"EIF2D"	9606	9606	"1939"	"EIF2D"	"eukaryotic translation initiation factor 2D"
"80028"	"80028"	"FBXL18"	9606	9606	"80028"	"FBXL18"	"F-box and leucine rich repeat protein 18"
"55704"	"55704"	"CCDC88A"	9606	9606	"55704"	"CCDC88A"	"coiled-coil domain containing 88A"
"5097"	"5097"	"PCDH1"	9606	9606	"5097"	"PCDH1"	"protocadherin 1"
"79171"	"79171"	"RBM42"	9606	9606	"79171"	"RBM42"	"RNA binding motif protein 42"
"415116"	"415116"	"PIM3"	9606	9606	"415116"	"PIM3"	"Pim-3 proto-oncogene, serine/threonine kinase"
"56913"	"56913"	"C1GALT1"	9606	9606	"56913"	"C1GALT1"	"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
"81552"	"81552"	"VOPP1"	9606	9606	"81552"	"VOPP1"	"VOPP1, WBP1/VOPP1 family member"
"57380"	"57380"	"MRS2"	9606	9606	"57380"	"MRS2"	"MRS2, magnesium transporter"
"9692"	"9692"	"KIAA0391"	9606	9606	"9692"	"KIAA0391"	"KIAA0391"
"7027"	"7027"	"TFDP1"	9606	9606	"7027"	"TFDP1"	"transcription factor Dp-1"
"64434"	"64434"	"NOM1"	9606	9606	"64434"	"NOM1"	"nucleolar protein with MIF4G domain 1"
"84181"	"84181"	"CHD6"	9606	9606	"84181"	"CHD6"	"chromodomain helicase DNA binding protein 6"
"55331"	"55331"	"ACER3"	9606	9606	"55331"	"ACER3"	"alkaline ceramidase 3"
"64224"	"64224"	"HERPUD2"	9606	9606	"64224"	"HERPUD2"	"HERPUD family member 2"
"79364"	"79364"	"ZXDC"	9606	9606	"79364"	"ZXDC"	"ZXD family zinc finger C"
"100534595"	"100534595"	"HNRNPUL2-BSCL2"	9606	9606	"100534595"	"HNRNPUL2-BSCL2"	"HNRNPUL2-BSCL2 readthrough (NMD candidate)"
"401397"	"401397"	"SMIM30"	9606	9606	"401397"	"SMIM30"	"small integral membrane protein 30"
"26502"	"26502"	"NARF"	9606	9606	"26502"	"NARF"	"nuclear prelamin A recognition factor"
"143872"	"143872"	"ARHGAP42"	9606	9606	"143872"	"ARHGAP42"	"Rho GTPase activating protein 42"
"4820"	"4820"	"NKTR"	9606	9606	"4820"	"NKTR"	"natural killer cell triggering receptor"
"55830"	"55830"	"GLT8D1"	9606	9606	"55830"	"GLT8D1"	"glycosyltransferase 8 domain containing 1"
"84629"	"84629"	"TNRC18"	9606	9606	"84629"	"TNRC18"	"trinucleotide repeat containing 18"
"8496"	"8496"	"PPFIBP1"	9606	9606	"8496"	"PPFIBP1"	"PPFIA binding protein 1"
"85369"	"85369"	"STRIP1"	9606	9606	"85369"	"STRIP1"	"striatin interacting protein 1"
"6535"	"6535"	"SLC6A8"	9606	9606	"6535"	"SLC6A8"	"solute carrier family 6 member 8"
"51018"	"51018"	"RRP15"	9606	9606	"51018"	"RRP15"	"ribosomal RNA processing 15 homolog"
"81605"	"81605"	"URM1"	9606	9606	"81605"	"URM1"	"ubiquitin related modifier 1"
"60412"	"60412"	"EXOC4"	9606	9606	"60412"	"EXOC4"	"exocyst complex component 4"
"56605"	"56605"	"ERO1B"	9606	9606	"56605"	"ERO1B"	"endoplasmic reticulum oxidoreductase 1 beta"
"4713"	"4713"	"NDUFB7"	9606	9606	"4713"	"NDUFB7"	"NADH:ubiquinone oxidoreductase subunit B7"
"131601"	"131601"	"TPRA1"	9606	9606	"131601"	"TPRA1"	"transmembrane protein adipocyte associated 1"
"84085"	"84085"	"FBXO30"	9606	9606	"84085"	"FBXO30"	"F-box protein 30"
"23371"	"23371"	"TNS2"	9606	9606	"23371"	"TNS2"	"tensin 2"
"23174"	"23174"	"ZCCHC14"	9606	9606	"23174"	"ZCCHC14"	"zinc finger CCHC-type containing 14"
"64112"	"64112"	"MOAP1"	9606	9606	"64112"	"MOAP1"	"modulator of apoptosis 1"
"1454"	"1454"	"CSNK1E"	9606	9606	"1454"	"CSNK1E"	"casein kinase 1 epsilon"
"10190"	"10190"	"TXNDC9"	9606	9606	"10190"	"TXNDC9"	"thioredoxin domain containing 9"
"90355"	"90355"	"C5orf30"	9606	9606	"90355"	"C5orf30"	"chromosome 5 open reading frame 30"
"170622"	"170622"	"COMMD6"	9606	9606	"170622"	"COMMD6"	"COMM domain containing 6"
"1059"	"1059"	"CENPB"	9606	9606	"1059"	"CENPB"	"centromere protein B"
"60560"	"60560"	"NAA35"	9606	9606	"60560"	"NAA35"	"N(alpha)-acetyltransferase 35, NatC auxiliary subunit"
"79654"	"79654"	"HECTD3"	9606	9606	"79654"	"HECTD3"	"HECT domain E3 ubiquitin protein ligase 3"
"102725482"	NA	NA	NA	NA	"102725482"	NA	NA
"8772"	"8772"	"FADD"	9606	9606	"8772"	"FADD"	"Fas associated via death domain"
"5510"	"5510"	"PPP1R7"	9606	9606	"5510"	"PPP1R7"	"protein phosphatase 1 regulatory subunit 7"
"54853"	"54853"	"WDR55"	9606	9606	"54853"	"WDR55"	"WD repeat domain 55"
"23171"	"23171"	"GPD1L"	9606	9606	"23171"	"GPD1L"	"glycerol-3-phosphate dehydrogenase 1 like"
"79651"	"79651"	"RHBDF2"	9606	9606	"79651"	"RHBDF2"	"rhomboid 5 homolog 2"
"23315"	"23315"	"SLC9A8"	9606	9606	"23315"	"SLC9A8"	"solute carrier family 9 member A8"
"1948"	"1948"	"EFNB2"	9606	9606	"1948"	"EFNB2"	"ephrin B2"
"51081"	"51081"	"MRPS7"	9606	9606	"51081"	"MRPS7"	"mitochondrial ribosomal protein S7"
"57659"	"57659"	"ZBTB4"	9606	9606	"57659"	"ZBTB4"	"zinc finger and BTB domain containing 4"
"93973"	"93973"	"ACTR8"	9606	9606	"93973"	"ACTR8"	"ARP8 actin related protein 8 homolog"
"11120"	"11120"	"BTN2A1"	9606	9606	"11120"	"BTN2A1"	"butyrophilin subfamily 2 member A1"
"84923"	"84923"	"FAM104A"	9606	9606	"84923"	"FAM104A"	"family with sequence similarity 104 member A"
"27342"	"27342"	"RABGEF1"	9606	9606	"27342"	"RABGEF1"	"RAB guanine nucleotide exchange factor 1"
"51574"	"51574"	"LARP7"	9606	9606	"51574"	"LARP7"	"La ribonucleoprotein domain family member 7"
"79048"	"79048"	"SECISBP2"	9606	9606	"79048"	"SECISBP2"	"SECIS binding protein 2"
"60312"	"60312"	"AFAP1"	9606	9606	"60312"	"AFAP1"	"actin filament associated protein 1"
"210"	"210"	"ALAD"	9606	9606	"210"	"ALAD"	"aminolevulinate dehydratase"
"84897"	"84897"	"TBRG1"	9606	9606	"84897"	"TBRG1"	"transforming growth factor beta regulator 1"
"51006"	"51006"	"SLC35C2"	9606	9606	"51006"	"SLC35C2"	"solute carrier family 35 member C2"
"5140"	"5140"	"PDE3B"	9606	9606	"5140"	"PDE3B"	"phosphodiesterase 3B"
"54878"	"54878"	"DPP8"	9606	9606	"54878"	"DPP8"	"dipeptidyl peptidase 8"
"79921"	"79921"	"TCEAL4"	9606	9606	"79921"	"TCEAL4"	"transcription elongation factor A like 4"
"728661"	"728661"	"SLC35E2B"	9606	9606	"728661"	"SLC35E2B"	"solute carrier family 35 member E2B"
"102723521"	"102723521"	"-"	9606	9606	"102723521"	"-"	"-"
"9732"	"9732"	"DOCK4"	9606	9606	"9732"	"DOCK4"	"dedicator of cytokinesis 4"
"10910"	"10910"	"SUGT1"	9606	9606	"10910"	"SUGT1"	"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone"
"133418"	"133418"	"EMB"	9606	9606	"133418"	"EMB"	"embigin"
"54555"	"54555"	"DDX49"	9606	9606	"54555"	"DDX49"	"DEAD-box helicase 49"
"1519"	"1519"	"CTSO"	9606	9606	"1519"	"CTSO"	"cathepsin O"
"51390"	"51390"	"AIG1"	9606	9606	"51390"	"AIG1"	"androgen induced 1"
"8312"	"8312"	"AXIN1"	9606	9606	"8312"	"AXIN1"	"axin 1"
"57020"	"57020"	"VPS35L"	9606	9606	"57020"	"VPS35L"	"VPS35 endosomal protein sorting factor like"
"27246"	"27246"	"RNF115"	9606	9606	"27246"	"RNF115"	"ring finger protein 115"
"648"	"648"	"BMI1"	9606	9606	"648"	"BMI1"	"BMI1 proto-oncogene, polycomb ring finger"
"55129"	"55129"	"ANO10"	9606	9606	"55129"	"ANO10"	"anoctamin 10"
"116843"	"116843"	"SLC18B1"	9606	9606	"116843"	"SLC18B1"	"solute carrier family 18 member B1"
"7113"	"7113"	"TMPRSS2"	9606	9606	"7113"	"TMPRSS2"	"transmembrane serine protease 2"
"7743"	"7743"	"ZNF189"	9606	9606	"7743"	"ZNF189"	"zinc finger protein 189"
"58525"	"58525"	"WIZ"	9606	9606	"58525"	"WIZ"	"widely interspaced zinc finger motifs"
"4133"	"4133"	"MAP2"	9606	9606	"4133"	"MAP2"	"microtubule associated protein 2"
"132864"	"132864"	"CPEB2"	9606	9606	"132864"	"CPEB2"	"cytoplasmic polyadenylation element binding protein 2"
"51526"	"51526"	"OSER1"	9606	9606	"51526"	"OSER1"	"oxidative stress responsive serine rich 1"
"1376"	"1376"	"CPT2"	9606	9606	"1376"	"CPT2"	"carnitine palmitoyltransferase 2"
"10328"	"10328"	"EMC8"	9606	9606	"10328"	"EMC8"	"ER membrane protein complex subunit 8"
"6645"	"6645"	"SNTB2"	9606	9606	"6645"	"SNTB2"	"syntrophin beta 2"
